name,address,rate,location,cost,Ambience,Parking,Suggested Food
Vegetarea,"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",3.9,BTM,250.0,,,"Idli,upma,masala dosa"
Al-Bek,"1260, SY 35/4, SJR Towers, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore",3.6,JP Nagar,300.0,,,"Biryani,ghee rice,dal,chilli panner,grilled chicken,Chicken Roll,Nizam Roll,Alfam Chicken,Cheese Malai Tikka"
Aniram's,"5th A Cross, Lakshmi Complex, Manjunatha Colony, Near RV Dental College, 2nd phase, JP Nagar, Bangalore",4.1,JP Nagar,500.0,,,manchurian
Punjabi Nawabi,"Shop 9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,400.0,,,"punjabi Paneer (special),Dal makhni,parathe,Butter Chicken,Punjabi Chicken,Chicken tikka masala,tandoori chicken,butter garlic naan,laccha paratha,Lassi,Tawa Parathas"
YummRajj,"7/3, 19th Cross, 7th Main Rd, Pushpa Layout, NS Palya, BTM 2nd Stage, BTM, Bangalore",3.3,BTM,500.0,,,
Swad Punjab Da,"324, 23rd Main, 3rd Cross, 2nd Stage, BTM, Bangalore",4.0,BTM,150.0,bad,No,"thali,audi paratha,raita,lassi,dal,chicken curry,gobhi paratha,aloo paratha,buttermilk,egg curry,vegetables,chapatis,poorii"
BOX8- Desi Meals,"Shbari Complex, Arakere Mico Layout, Govinda Reddy Layout, Off B G Road, Bannerghatta Road, Bangalore",4.1,Bannerghatta Road,500.0,,,
Roti Wala,"688, 7th Main, 10th Cross Main Road, 2nd Stage, BTM, Bangalore",4.0,BTM,300.0,,,"Dal,Vegetable curry,chapatis,gulabjamun,egg bhurji roti,gulab jamun,paneer curry,phulka"
Midnight Mania,"43, Arasu Nilaya 1st Floor, Opp To Patel Medical, 7th Main Road, 2nd Stage, BTM, Bangalore",4.1,BTM,700.0,,,"Pizza,paneer wrap,Andhra style tasty wraps"
KitchensJP Nagar,"#35/4, 24th main JP Nagar 7th phase, Puttenahalli, JP Nagar, Bangalore",3.9,JP Nagar,400.0,bad,Yes,"dosas,Chinese bowl,popcorn chicken,fish biriyani,shaadi ki biryani"
Krishna Kuteera,"19/3C, Avanishringeri Nagar, Nyanappanahalli Village, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,400.0,bad,,"Masala Puri,Panipuri,Gobi Manchurian,south indian thali,idly,masala dosa,uttapam,butter masala dosa"
Apna Punjab,"26-27, MICO Layout, 6th Main, 2nd Stage, BTM, Bangalore",3.6,BTM,450.0,,,"special chicken thali,Chicken Briyani,egg noodles,aloo parathas,gobhi parathas,aloo dry sabzi,dal fry,chicken curry,chicken keema"
Paratha Junction,"56, 7th Main, Yellappa Layout, 2nd Stage, BTM, Bangalore",2.9,BTM,300.0,,,"Palak Paneer,malai kofta,kidney beans masala,mushroom green peas masala,thali"
Nellore Bhojanam,"Near Fortis Hospital, Opposite IBM, Bannerghatta Road, Bangalore",3.1,Bannerghatta Road,250.0,,,
Momoz,"806, Near ICICI Bank, 7th Cross, 16th Main, 2nd Stage, BTM, Bangalore",4.0,BTM,600.0,decent,,"soup,starters,momos,manchurian balls,triple schezwan rice,Manchow Soup,Paneer in Pepper sauce,Egg Fried rice,Gobi Manchurian"
Kalingas,"399, 16th Main, N.S Palya, BTM, Bangalore",3.9,BTM,250.0,bad,,"Chicken kassa,dahi baigan,veg cutlet,chop,chats,sweets,thali,roti,amlet,spicy dahivara aloodum,vada ghuguni"
Kanteen The Eatery,"22, Nyanapanahalli Main Road, Opposite Dominos Road, Before New DLF Township Circle, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,400.0,excellent,,"chole bhature,tawa pulav,gajar ka halwa,Vada pav,Gobi manchurian,Aloo Paratha,Tawa Pulao,Kadai Paneer,Jalebi,Gulab Jamun"
Kullad Cafe,"G-3,1210,16th Main Road, Opposite IS Colony Park, 2nd Stage, BTM, Bangalore",3.9,BTM,200.0,friends-hangout,Yes,"Paneer Roll,Vada Pao,Banana milk shake,Pomegranate juice,Poha,Aloo Paratha,Kullad tea,Sandwich,Satoo Parantha,Pyaz Pakoda,Ginger tea,Veg Maggie,Methi Pakoda,Pav Bhaji"
Donne Biriyani House,"99/2A, Kothnoor Main Road, Opposite RBI Layout Bus Stop, 7th Phase, JP Nagar, Bangalore",3.3,JP Nagar,350.0,,,"mutton biriyani,chicken Biriyani,chicken lollypop,Kshatriya kabab,donne biryani"
Litti Twist,"No 43, 7th Main Road, NS Palaya, BTM 2nd Stage, BTM, Bangalore",4.1,BTM,300.0,bad,,"litti,bharta,aloo parantha,boondi raita,sattu poori,litti chokha,litti chicken,sattu filled litti,sattu stuffed Puri,chhole,dal litti,special litti,hot gulab jamun"
FreshMenu,"23/24, Ground Floor, 2nd Cross, Arekere Main Road, Bannerghatta Road, Bangalore",3.3,Bannerghatta Road,450.0,,,"paneer makhani,pulao,double cheese burger,chicken club sandwich,rice bowl,spaghetti in meat sauce,roll"
Shanthi Sagar,"77/1, 24th Main, 2nd Phase, JP Nagar, Bangalore",3.6,JP Nagar,400.0,,,"idlis,dosas,north special meals,paneer and mushroom manchurian"
Cakebuy,"1 B, Krishnamurthy Complex, Kodichikkanahalli Road, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,350.0,,,"Belgian chocolate truffle cake,chocolate truffle cake"
Five Star Chicken,"18th Cross road, 5th Phase, JP Nagar, Bangalore",3.9,JP Nagar,300.0,,,"chicken cutlet,cheesy chicken shots,chilli cheese coins,boneless chicken strips,chicken roll,mexican chicken hot dog"
Corner House Ice Cream,"1225, 26th Main, 9th Block, Jayanagar, Bangalore",4.4,Jayanagar,400.0,ok,,"Death by Chocolate,hot caramel pudding,Trilogy,Almond fudge,Hot chocolate fudge"
Delight Food,"10, Near Jayadeva Signal, Oppoite SBI ATM, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",2.6,BTM,450.0,,,"chilli chicken,chicken 65,biryani,egg curry"
Andhra Kitchen,"EK Retail Building, Beside Vijaya Bank, Vijaya Bank Layout, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,400.0,,,"Boneless Chicken Biryani,Fry piece biryani,Hyderabad dum biryani,raaa,sambar,Butter milk"
Veg By Nature,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",3.4,JP Nagar,200.0,,,
Fattoush,"128/54/10, First floor, Opposite IIM - B, Dasarapalya, Bannerghatta Road, Bangalore",4.2,Bannerghatta Road,1.0,family-friendly,,"fattoush,mutton kebab,hummus,chicken tikka masala,kashmiri pulao,veg biriyani,hummus laham,gold duck,Mango Lady mocktail,passion mojito,butter naan,Pahadi Murgh,Laal Maas,Mushroom Masala,Rottis,chicken tangri kebab,Buffet,Chicken Kofta,ozzy chicken,Arab sweet platter,Irani chicken tikka,chicken biryani,Crispy Chilly Potato,Tandoori Veg Platter,Barbeque Chicken"
Chicken Magic,"1,16th Main Road,19th Cross, EWS Colony, 2nd Stage, BTM, Bangalore",3.7,BTM,300.0,,,chicken Schezwan fried rice
Behrouz Biryani,"69/1, Gowreesha Complex, Opposite Ananda Valmart Apartment, Doddakammanahalli, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,650.0,,,"mutton biriyani,gulab jamun,Murgh Biryani,chicken tikka biryani,chicken balls,paneer zaikedar biryani,mint raita,falafal e khas"
Abhiruchi Hotel,"81/3, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",3.3,Bannerghatta Road,550.0,,,biryani
Swathi Restaurant,"1260 SY 35/4 SJR Tower's, JP Nagar 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",3.9,JP Nagar,400.0,,,"Biryani,gajar halwa,chicken"
Fresh Kitchen,"No.16/30, Ground Floor, NS Palya, Bannerghatta Main Road, BTM layout, Bangalore",3.4,Bannerghatta Road,600.0,family-friendly,,"Biryani,Naan,Roti,kulcha,tikka,kabab"
Hind Ka Chulah,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,600.0,,,gulab jamuns
Kuttanad,"25/26,1st Cross, Beside IIMB, Bilekahalli, Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,200.0,,,"pothichoru,puttu,beef"
New Mahesh Friends Food Corner,"11, 19 Cross, 13th A Main, NS Palya, 2nd Stage, BTM, Bangalore",3.2,BTM,300.0,,,chicken mughlai
Bohra Bohra Caf,"Shop 1, 129, 24th Main, 5th Phase, JP Nagar, Bangalore",3.6,JP Nagar,300.0,cozy,,"chicken white cutlets,chicken kheema samosas,chicken biryani,Gol Paani,biryani,custard,Chicken Russian Kababs,Green Apple juice"
Pizza Hut,"311, 15th Cross, 5th Phase, JP Nagar, Bangalore",2.7,JP Nagar,750.0,,,Margarita pizzas
Shree Krishna Sannidhi,"Hulimavu Gate, BG Road, Behind ICICI Bank, Near Meenakshi Mall, Bannerghatta Road, Bangalore",3.4,Bannerghatta Road,450.0,bad,,"ghee masala dosa,Gulab Jamun"
BingeJoy,"Big Bazzar Building, JP Nagar, Bangalore",3.6,JP Nagar,100.0,,,"Cheese corn momos,Biryani,Samosas,Pastas,Bombay Chicken biryani,Mumbai Style Biryani,Chowmein,white sauce pasta"
Shiv Sai Hotel,"315/B1, Near Police Station, B.G. Road, Muthurayya Swamy Layout, Hulimavu, Bannerghatta Road, Bengaluru",3.5,Bannerghatta Road,400.0,,,"Thali,butter chicken"
MRA,"1, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",3.9,BTM,200.0,,,"Cookies,Tea cakes,Rusk,Khaari puffs,Coconut halwa,Coconut bolls"
Beijing Bites,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main, Puttanhalli, JP Nagar, Bangalore",3.7,JP Nagar,400.0,,,
A2B - Adyar Ananda Bhavan,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",4.1,JP Nagar,200.0,,,"chole bhature,filter coffee,tomato uttapam"
Burj Hotel,"7/7, 1st Main Road, DC Main Road, Bilekahalli, Bannerghatta Road, Bangalore",3.5,Bannerghatta Road,350.0,,,"Chicken kebab,Malasa papad,briyani,chicken kabab,ghee rice,tandoori chicken combo,rumali roti,garlic sauce"
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",3.1,BTM,400.0,,,rolls
Subway,"Radha Krishna Towers, Opposite IIM-B Main Gate, Bannerghatta Road, Bangalore",3.2,Bannerghatta Road,600.0,,,"sub of the day,subs,salads"
Madeena Hotel,"2/1, Bannerghatta Main Road, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,400.0,,,
Biryani Durbar,"452, 2nd Main, 8th Cross, Lakshmi Layout, Mico Layout, Arakere, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,400.0,,,"Durbar Special Chicken Biryani,kababs,Hyderabadi chicken gravy,phulka,coin porotta,dessert,kheer"
The Good Bowl,"161, 161 A, 166, First Floor, Vinayaka Nagar, BG Arkere Road, Near Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,500.0,,,"Rajma Rice Bowl,Paneer Steak Mac and Cheese Bowl,Paneer tikka rice bowl,Barbeque chicken rice bowl"
Mahesh Friends Food Center,"14/6, 9th Main Road, Opposite Water Tank, 100 Feet Road, 2nd Stage, BTM, Bangalore",2.9,BTM,300.0,,,
Juice Shop,"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, JP Nagar 7th Phase, Bangalore",3.4,JP Nagar,150.0,,,
Kabab Magic,"1548, East End Circle, 9th Block, Jayanagar, Bangalore",4.0,Jayanagar,400.0,family-friendly,,"Shawarma,Grill chicken,Tandoori Chicken,Lollipop chicken,Arabic grape juice,Rolls,biryani,kababs,Ghee rice,crispy chicken"
Nammura Donne Biriyani,"25/4, Yelchenahalli Metro Station, Kanakapura Road, Bangalore",3.4,Kanakapura Road,400.0,,,"biryani,booti fry"
Burger King,"Royal Meenakshi Mall, Third Floor, Unit T001B & T007, Opposite Meenakshi Temple, Hulimavu, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,600.0,,,"chicken whopper,crispy burgers,wings,shakes,Mutton Whopper Burger,float"
Dadi's Dum Biryani,"7, 2nd Floor, Krish Towers, Arekere Signal, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,800.0,,,"biryani,palak paneer,roti platter,chicken biryani,paneer butter masala,dal makhani,butter chicken,Kadai Murgh,mutton biriyani,raita,chicken biryani combo,fried chicken,chilly chicken"
Krishna Kuteera South,"Near Aikya Apartment, Chikkammanahalli Road, SOS Post, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,500.0,family-friendly,,"roti curry,mushroom masala,rava masala dosa"
Alankrutha,"935, Sri Arcade, 1st Floor, 16th Main Road, Near Udupi Garden Signal, BTM, Bangalore",3.9,BTM,500.0,excellent,,"Alankrutha Special Biryani,Mughalai Biryani"
Paradise,"915, 24th Main Road, 2nd Phase, Mayura Circle, JP Nagar, Bangalore",4.0,JP Nagar,800.0,excellent,No,"Chicken tikka kabab,Nizami Hyderabad biryani,Chicken Reshmi Kabab,Murgh toofani Tikka,Fish Tikka kabab,Hydrabadi Mutton Biriyani,Bharwan paneer tikki,Paneer butter masala,Garlic naan,Special biryani,Mixed kabab platter,Supreme mutton biryani"
Kabab Mehal,"44, 3rd Cross, Marenahalli, 2nd Phase, JP Nagar, Bangalore",3.7,JP Nagar,400.0,,,"Chicken Shawarma,Panner Gravy,Grill Chicken with Rumali roti,Shawarma,Ghee Rice,Chicken Noodles"
Andhra Ruchulu,"1319, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore",4.2,JP Nagar,800.0,excellent,No,"Meals,Biryanis,Deserts,Pudina Chicken,Chapathi,Chicken Biryani,Fried Ice Cream,Dosa,Chicken Curry,Tandoori Chicken,Pappu (Dal),Mutton Ghee Roast,Ruchulu Chicken,Golconda Chicken"
Sri Punjabi Dhaba,"2/20, 100 Feet Ring Road, BTM 1st Stage, BTM, Bangalore",3.3,BTM,400.0,,,"panner manchurian gravy,chicken chilliy,roti,paratha"
Arabian Mexico,"21, 1st Cross, Lakshmi Layout, Oppsite DEJA Apartment, Mico Layout, Arekere, Bannerghatta Road, Bangalore",3.4,Bannerghatta Road,400.0,,,"Biriyani,kabab,Shawarma,grilled chicken"
CakeZone,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",3.7,JP Nagar,200.0,,,"chocolate truffle cake,Ferero Rocher Jar Cake"
Fujian Express,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",3.6,JP Nagar,200.0,,,"mushroom noodles,soup,Momo,chicken Momos,American choupsuey"
Indian Food,"9, Near Jayadeva Signal, Oppoite SBI ATM, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",2.9,BTM,450.0,,,
Tandoori Paradise,"No.808, 7th Cross, BTM 2nd Stage, BTM Layout, BTM, Bangalore",3.5,BTM,600.0,,,"chicken tikka masala,chicken biriyani,prawns biriyani,kadai chicken,paneer butter masala,butter naan"
Kolkata Kathi Rolls,"144/1, 22, 22nd Cross, 24th Main Road Marenahalli, JP Nagar, Bangalore",3.8,JP Nagar,150.0,bad,,"chicken biriyani,Egg chicken kathi roll,chicken noodles,chicken fried rice,chicken Manchurian,chicken 65,chicken egg roll (wheat),Rolls,Biryani"
Adithya,"37, Diagonally Opposite Ranga Shankara, 2nd Phase, JP Nagar, Bangalore",4.0,JP Nagar,300.0,bad,,"Gobi Manchurian,butter masala dosa,kottekadubu"
Cheesiano Pizza,"16, 17, 18/2 Sarakki Lake, 24th Main, 6th Phase, JP Nagar, Bangalore",4.0,JP Nagar,700.0,cozy,,"Chilli garlic pasta,Cheese Garlic Bread,Chicken Keema Garlic Bread,Double cheese margarita pizza,bbq mushroom pizza,Chilly garlic veg pizza,Farmers choice pizza,Veg spicy pizza,Paneer Peri Peri Pizza,Choco lava cake,Mushroom pizza,Barbecue pizza"
Polar Bear,"01, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",3.9,BTM,300.0,,,"hot fudge chocolate ice cream,lyctchee Sunday,kesar kulfi,Death By Chocolate"
Nati Palace,"3, 24th Main Road, Opposite Bindhya Residency, 5th Phase, JP Nagar, Bangalore",3.5,JP Nagar,200.0,,,
KFC,"948, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",3.9,JP Nagar,400.0,excellent,,"crushers,chicken,burgers"
Dande's Hyderabad Biryani,"5, 17th Main, 5th Cross, Behind Vijaya Enclave, Kodichickenahalli Road, Vijaya Bank Layout, Billekahalli, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,700.0,,,"Dande's Special Chicken Biryani,veg biryani,boneless chicken biryani,Dande's Hyderabadi Boneless Chicken Biryani,Boneless Chicken Manchurian,Chicken kabab"
Onesta,"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",4.4,JP Nagar,600.0,bad,,"Chicken Pasta,Chicken cheese stuffed pizza,Fried chicken with peri peri sauce,Tiramisu,Schezwan Chicken Pizza,Barbecue Chicken Pizza,Chicken Tikka pizza,Margherita pizza,Bacon Prawn pizza,Mushroom pasta,Sundried tomato margherita Pizza,Farmhouse special Pizza,Spinach & Paneer Lasagne,Jalapeno cheeseballs,bacon wrapped prawns,Barbeque chicken,Chocolate mousse,Tiramisu,Potato Wedges,Berry cheesecake,Chocolate pizza,Cream Roasted Chicken,Oreo blueberry shake,Melon punch,Choco mocha cake,Ice Teas"
Upahara Bhavan,"1, Gottigere Main Road, Bannerghatta Road, Bangalore",3.8,Bannerghatta Road,300.0,,,"Butter Masala Dosa,Mangalore Dosa,Samabar dipped vadas"
Sher-E-Punjab,"934, 16th Main Road, Kuvempu Nagar, BTM 2nd Stage, BTM, Bengalore",3.2,BTM,400.0,,,
Shuddh Desi Khana,"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,400.0,,,Dal Kichdi
Karama Restaurant,"1260 SY 35/4 SJR Tower's, JP Nagar 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",3.5,JP Nagar,400.0,,,"Nihari,chicken biryani"
Jaganath Hotel and Restaurant,"634, 13th Cross, Near Delmia Circle, JP Nagar, Bangalore",3.6,JP Nagar,200.0,family-friendly,No,"egg noodles,chithranna,eggrice,chilli chicken,aalu paratha,chicken Biryani,fish Biryani,lassie,Biriyani,Paneer butter masala,pulka,roti,chapati,buttermilk"
Five Star Chicken,"43, Ground Floor, R R Commercial Complex, SY 316/1, Begur Hulimavu Road, Begur Hobli, Bannerghatta Road, Bangalore",3.5,Bannerghatta Road,250.0,,,
Sankranthi Veg Restaurant,"986, 1st Block, Vijaya Bank Layout, 4th Stage, BTM, Bangalore",3.0,BTM,600.0,bad,No,"Masala dosa,palak Paneer,Mallige Idli,vada"
Aramane Donne Biriyani,"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",3.9,BTM,300.0,,,"Biryani,Chicken Kabab,Mutton Chops,Egg Biryani,Mushroom Manchurian,Paneer 65,Garlic Gravy,Pepper Chicken,Chicken Dum Biryani,Donne Biryani,Ghee Roast,Lemon Chicken"
Cafe Potpourri,"204, 4th Cross, KSRTC Layout, 2nd Phase, JP Nagar, Bangalore",3.7,JP Nagar,400.0,,,"Chilli Cheese Sandwich,Choco Milkshake"
Mani's Dum Biryani,"471, Kothanur Dinne Main Road, 1st Floor, RBI Layout, 7th Phase, JP Nagar, Bangalore",4.2,JP Nagar,750.0,family-friendly,,"Chicken Biryani Full,Chicken 65 Biryani,Dum Biryani"
Amontron,"19 D Cross, 7th Main, BTM, Bangalore",3.9,BTM,650.0,okay,,"Rui macher jol,luchi alur dom,ruhi jhol,katla kalia,aloo posto,sukto,dhokar dalna,pui saak diye chocchori,jhuri aloo vaja,dim kosha,Chicken cutlet,kucho chingri jhal,MISTI doi"
A M Biryani Hotel,"958/60/A2A, Opposite BGS School, Hulimavu, Bannerghatta Road, Bangalore",3.3,Bannerghatta Road,300.0,,,Mixed Fried Rice
Birinz,"1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore",4.1,BTM,700.0,,,"Mutton Biryani,Veg Biryani,Chicken Biryani,Redddy's Hot Biryani,Butter Chicken Biryani,Andhra Chilli Chicken,Mutton Shorba,Mutton Mughlai Biryani,Gongura Mutton Biryani,Paneer Biryani,Hyderabadi Chicken Biryani,Reddy's Chicken Biryani,Mahraja Chicken,Papdi Chicken,Green Coriander Chicken,Patiala Chicken,Apollo Fish,Egg Chilli,Paneer Sholay,Mushroom Biryani,Kulcha,Methi Chaman,Nellore Chicken Masala,Gun Powder Rice"
Just Shawarma,"Survey # 81/4A, Cave Temple Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,300.0,,,"Whole Meat Shawarma with extra cheese,Shawarma roll"
Hyderabadi Bawarchi,"633/B555, Panduranga Nagar, Near Arekere Gate, Bannerghatta Road, Bangalore",3.2,Bannerghatta Road,500.0,,,"tandori chicken,Kal fish biriyani,Mutton rogan Josh,Boneless chicken biriyani,Mutton fry piece biriyani,Egg biriyani,Kabab,Chicken manchow soup,ghee rice with butter chicken,prawns Manchurian,Hyderabadi dum biryani,pepper paneer,Chicken and Mutton Biriyani,Guntur chicken fry"
Fish Chain,"1260 SY 35/4 SJR Tower's, 24th Main Puttanhalli, 7th Phase, JP Nagar, Bangalore",3.9,JP Nagar,250.0,,,"Seer fish,mackeral,fish,curries,Tikka,bbq fishes"
Prasiddhi Food Corner,"25, 9th Cross, 34th Main, ITI Layout, 1st Phase, JP Nagar, Bangalore",3.7,JP Nagar,200.0,friends-hangout,Yes,"chow chow bath,cult rava Idlis,set dose,saagu,pani puri,dahi puri,Malai Kofta,gajar ka halwa"
Biriyani Bhatti,"39, 3rd A Cross, 25th Main, BTM Layout, 2nd Stage, Roopa Nagar, Rashtrakavi Kuvempu Nagar, Bangalore",3.7,BTM,400.0,,,"Baby corn Lemon,Mushroom pepper dry,Mixed veg curry,paneer chilli,chicken 555,Haderbadi Biriyani,chicken keema roll"
Hyderabad Biryaani House,"Arakere Gate, Next to HSBC, Opposite Reliance Mart, Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,550.0,,,"Mutton biryani,kebabs,family pack biryani combo,chicken kebabs"
Galito's,"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",4.6,Bannerghatta Road,1.0,excellent,,"Chicken and Pineapple Sosaties,Chicken Espetada,Grilled Chicken,Cheesy Toast,Pulled Chicken Burger,Malva Pudding,Garlic Bread,Fries,Corn on the Cob"
C K Mega Hot Food,"16th Main, BTM, Bangalore",3.9,BTM,600.0,bad,,"chicken lollipop,Prawn fried rice,veg steamed momos,chicken triple schezwan rice,Chilli Garlic Noodles,Butter Garlic noodles,Veg Fried Rice,Gobi Manchurian,Manchow Soup"
Lassi Shop,"283/1, 3rd Cross, JP Nagar 3rd phase,next to mini Forrest, Bangalore",3.9,JP Nagar,300.0,friends-hangout,No,"Mango lassi,Dry fruit lassi,Death by chocolate,Hard Rock coffee,Mississpi mud,hop scotch butterscotch,cold coffee,falooda"
Red Chilli Restaurant,"2nd Main Road, SR Compound, Arekere Mico Layout, South City, Bannerghatta Road, Bangalore",3.2,Bannerghatta Road,350.0,,,"muttan briyani,egg briyani,chicken briyani,fish fry,paneer butter masala,gulaab jamoon,butter chicken,chicken kabab gravy"
RSS Donne Biryani,"479/496/A, 2nd Block, BTM 6th Stage,Arekere, BTM, Bangalore",3.3,BTM,300.0,,,
Rajdhani Thali Restaurant,"3rd Floor, Royal Meenakshi Mall, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,900.0,family-friendly,,"dal baati churma,jaljeera,tikki,curries,sweets,rice,khichadi,royal thali,rajasthani paratha,gatte ke sabji,boondhi raita,phulkas,farsan,jeera rice,papad,dessert,dalbhati churma,jelebi,malpua,dhoka"
PHEW Play Hard Eat Wild,"240, 7th cross, 1st Main, Mico Layout, Opposite Sate Bank of India, 2nd Stage, BTM Bangalore",3.9,BTM,700.0,,,"shawarma,spring rolls,dragon rolls,sangria,paneer,flat noodle,chicken,watons,fried rice,chicken Manchurian,caramel shake,Chicken Fried rice,Noodles,chili rice"
New Kabab Zone,"98/3, Near Food World, Gottigere, Bannerghatta Road, Bangalore",3.6,Bannerghatta Road,500.0,okay-ish,,"Grilled Chicken,biryani,gravy chicken,naan,tandoori items,tandoori chicken,paneer chili,dragon chicken,shawarma"
Bawarchi Paradise,"Near Decathlon, Meenakshi Layout, Bannerghatta Road, Bangalore",3.5,Bannerghatta Road,500.0,,,
Shree Udupi Grand,"N Pramil & Amith Complex, Rajiv Gandhi Road, Jaraganahalli, Kanakapura Road, Bangalore",3.5,Kanakapura Road,450.0,,,"butter naan,panner butter masala,ghee rice,geera rice,palak khichdi"
Chicken County Grand,"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,650.0,,,"biryani,grilled chicken,chicken biryani"
Roll Over,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",4.1,JP Nagar,500.0,friends-hangout,No,"English Tosca Sundae,devil chocolate chip,irish coffee rolls,tiramisu cake,Butterscotch sundae,mango roll,chocolate karma,french fries"
Darjeeling Momos  Fast Food Center,"Near AECS Maruthi Dental College, Doddakammanahalli, Bannergatta Road, Bangalore",3.8,Bannerghatta Road,250.0,,,"Chicken Sandwich,Chicken Momos,Chilli Momo Chicken,Fried Rice,Chicken Lollipop,French Toast,Gobi Manchurian"
Veruthe Oru Thattukada,"25th Main, 2nd Stage, BTM, Bangalore",3.7,BTM,400.0,,,"pachadi,chutney,fish curry,salad,puliyinchi,kootukari,lemon juice,beef roast,chicken curry"
Savoury - Sea Shell Restaurant,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",3.9,Bannerghatta Road,900.0,good,Yes,"sawarma,grill chicken,Mutton Biryani,Naans,butter chicken,dal tadka,Chicken Biryani,tandoori roti,kadhai veg,dragon chicken,Kesar Pista milkshake,Dragon chicken,Spicy chicken Shawarma,Butter naan,Mutton Mandi,special shawarma plate"
Warm Oven,"1, 7th Main Rd, NS Palya, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka",3.9,BTM,500.0,,,"Chocolava cake,chocolate truffle cake"
Firangi Bake,"161 A, First Floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",4.0,Bannerghatta Road,600.0,kid-friendly,,"Bombay masala quesadilla,veg Mac and cheese,lasagne,Tandoori Kukkad Rice Pot,Veggie Pot Rice,Minced Chicken Lasagna,chocolate decadence cake"
Zaitoon,"21, 24th Main Road, 6th Phase, JP Nagar, Bangalore",4.1,JP Nagar,1.0,excellent,Yes,"Chicken hot n sour soup,Chicken shawarma roll,Barbeque chicken,Prawn xacati,Zaitoon special tandoor chicken,Hummus,Falafel,Mutton biryani,Al famh chicken,Chicken biryani,Mexican shawarma roll,dal makhani,palak paneer,Veg biriyani"
Kundana,"176, 1st Floor, Above Vodafone Store, Opposite Brand Factory, Bannerghatta Road, Bangalore",3.7,Bannerghatta Road,800.0,excellent,,"Chicken Dum Biryani,Rambo Biryani,Guntoor Chicken,Paneer tikka,Mutton biryani,tandoori roti,lemon chicken,Chicken maharaja,Pepper chicken,Egg curry,paneer manchurian"
